V1,V2
ENSMUSG00000060679,64965
ENSMUSG00000060923,98
ENSMUSG00000061118,84277
ENSMUSG00000061474,92259
ENSMUSG00000061518,1329
ENSMUSG00000061527,3852
ENSMUSG00000061802,55130
ENSMUSG00000061838,8801
ENSMUSG00000061904,5250
ENSMUSG00000061979,81554
ENSMUSG00000062006,6164
ENSMUSG00000062373,157378
ENSMUSG00000062580,10440
ENSMUSG00000062683,517
ENSMUSG00000062729,5498
ENSMUSG00000062908,34
ENSMUSG00000062981,28977
ENSMUSG00000063077,23095
ENSMUSG00000063179,118672
ENSMUSG00000063229,3939
ENSMUSG00000063683,10249
ENSMUSG00000063698,119559
ENSMUSG00000063787,118487
ENSMUSG00000063856,2876
ENSMUSG00000063882,7388
ENSMUSG00000063882,440567
ENSMUSG00000063884,55037
ENSMUSG00000064068,4580
ENSMUSG00000064254,23474
ENSMUSG00000064341,4535
ENSMUSG00000064345,4536
ENSMUSG00000064351,4512
ENSMUSG00000064354,4513
ENSMUSG00000064357,4508
ENSMUSG00000064358,4514
ENSMUSG00000064360,4537
ENSMUSG00000064363,4538
ENSMUSG00000064367,4540
ENSMUSG00000064368,4541
ENSMUSG00000064370,4519
ENSMUSG00000065947,4539
ENSMUSG00000065990,54998
ENSMUSG00000066442,10588
ENSMUSG00000066442,100528021
ENSMUSG00000066839,51295
ENSMUSG00000067369,79979
ENSMUSG00000067847,140823
ENSMUSG00000068184,91942
ENSMUSG00000068329,27429
ENSMUSG00000068523,2787
ENSMUSG00000068739,6301
ENSMUSG00000068921,7818
ENSMUSG00000069041,83447
ENSMUSG00000069844,6341
ENSMUSG00000070283,25915
ENSMUSG00000070284,29925
ENSMUSG00000070493,51142
ENSMUSG00000070699,54938
ENSMUSG00000070730,55177
ENSMUSG00000071014,4712
ENSMUSG00000071253,8034
ENSMUSG00000071528,84833
ENSMUSG00000071711,4357
ENSMUSG00000072582,51651
ENSMUSG00000072889,152518
ENSMUSG00000072946,145482
ENSMUSG00000073422,7923
ENSMUSG00000073435,4832
ENSMUSG00000073481,54996
ENSMUSG00000073609,728294
ENSMUSG00000073676,3336
ENSMUSG00000073838,7284
ENSMUSG00000074064,23417
ENSMUSG00000074211,644096
ENSMUSG00000074218,1346
ENSMUSG00000074577,140876
ENSMUSG00000075229,131076
ENSMUSG00000075467,728489
ENSMUSG00000075704,10587
ENSMUSG00000075706,2879
ENSMUSG00000076435,80221
ENSMUSG00000076436,64064
ENSMUSG00000077450,9230
ENSMUSG00000078572,284184
ENSMUSG00000078695,284106
ENSMUSG00000078713,401505
ENSMUSG00000078937,1375
ENSMUSG00000079677,112812
ENSMUSG00000087260,10542
ENSMUSG00000089678,64902
ENSMUSG00000089847,26515
ENSMUSG00000090110,100272147
ENSMUSG00000090150,84129
ENSMUSG00000090247,2647
ENSMUSG00000091803,51241
ENSMUSG00000093904,9804
ENSMUSG00000101959,92483
ENSMUSG00000103711,100131187
